Producto1Cantidad,Producto2Cantidad,Producto3Cantidad,CiudadSucursal,ClienteNombre,DescuentoVenta,DireccionCliente,EdadCliente,EmailCliente,Año,Trimestre,Mes,Día,GeneroCliente,HoraVenta,Producto2Marca,Producto3Marca,MetodoPago,Producto1Nombre,Producto2Nombre,Producto3Nombre,Producto1Marca,Producto1PrecioUnitario,Producto2PrecioUnitario,Producto3PrecioUnitario,Producto1Subtotal,Producto2Subtotal,Producto3Subtotal,SucursalNombre,TelefonoCliente,TotalVenta,VendedorNombre,VentaID,AñoVenta,EmailValido,MesNumero,MesVenta
2,10,0,Bogota,Julio Gracia Suárez,5,cll 15 #6-61,51,julio30@gmail.com,2020,Qtr 3,agosto,2,M,1899-12-30 01:33:24,Dell,"",Tarjeta Crédito,Samsung Galaxy Book Flex,Dell XPS 13,"",Samsung,5600000,48000000,0,11200000,48000000,0,TechCore Bogota #2,'+34885 34 74 16,152000000,Eloísa Plaza Hurtado,21528,2020,true,8,agosto
2,10,0,Bogota,Julio José Ángel Alegria Céspedes,5,cra 3 #21-96,31,julio38@yahoo.com,2022,Qtr 1,enero,20,M,1899-12-30 02:29:01,Lenovo,"",Billetera Digital,HP Spectre x360,Lenovo ThinkPad X1 Carbon,"",HP,5200000,68000000,0,10400000,68000000,0,TechCore Bogota #2,'+34 922 76 89 30,163400000,Olivia Armas Ayuso,6833,2022,true,1,enero
2,10,0,Bogota,Kike Rueda Galan,0,cra 50 #78-45,40,kike20@gmail.com,2020,Qtr 4,diciembre,20,M,1899-12-30 05:37:51,Dell,"",Tarjeta Crédito,Dell Inspiron 15,Dell Alienware m15,"",Dell,3000000,80000000,0,6000000,80000000,0,TechCore Bogota #2,'+34 869 59 59 53,140000000,Eloísa Plaza Hurtado,12669,2020,true,12,diciembre
2,10,0,Bogota,Lázaro Abel Torre Ballester,5,cll 38 #45-27,18,lázaro81@gmail.com,2017,Qtr 1,marzo,10,M,1899-12-30 05:48:15,Lenovo,"",Billetera Digital,Dell Alienware m15,Lenovo Legion 5 Pro,"",Dell,8000000,72000000,0,16000000,72000000,0,TechCore Bogota #1,'+34 823 71 89 18,220400000,Evaristo Guillen Peña,11005,2017,true,3,marzo
2,10,0,Bogota,Leandro Alarcón Querol,0,cll 20 #51-34,46,leandro93@gmail.com,2023,Qtr 4,noviembre,21,M,1899-12-30 12:56:24,Lenovo,"",Tarjeta Crédito,HP Pavilion 15,Lenovo IdeaPad 5,"",HP,3500000,28000000,0,7000000,28000000,0,TechCore Bogota #1,'+34 863 67 17 66,98000000,Poncio Gabriel Poza Acedo,16237,2023,true,11,noviembre
2,10,0,Bogota,Leocadia Lorenzo Coello,0,cll 5 #87-21,29,leocadia5@yahoo.com,2022,Qtr 1,marzo,21,F,1899-12-30 06:40:47,Lenovo,"",Tarjeta Crédito,Samsung Galaxy Chromebook 2,Lenovo ThinkPad X1 Carbon,"",Samsung,2000000,68000000,0,4000000,68000000,0,TechCore Bogota #1,'+34902734274,108000000,Aura del Bermúdez,20984,2022,true,3,marzo
2,10,0,Bogota,Leocadio Luna Pagès,0,cra 95 #45-26,49,leocadio71@gmail.com,2020,Qtr 2,abril,22,M,1899-12-30 00:29:54,HP,"",No especificado,HP Pavilion 15,HP Spectre x360,"",HP,3500000,52000000,0,7000000,52000000,0,TechCore Bogota #1,'+34 806 932 151,122000000,Poncio Gabriel Poza Acedo,7193,2020,true,4,abril
2,10,0,Bogota,Leocadio Pastor Crespo Rivas,0,cll 12 #15-38,51,leocadio49@gmail.com,2016,Qtr 4,octubre,16,M,1899-12-30 16:06:09,Lenovo,"",Tarjeta Débito,Dell Latitude 7420,Lenovo IdeaPad 5,"",Dell,5600000,28000000,0,11200000,28000000,0,TechCore Bogota #1,'+34 946421443,140000000,María Belén Alegria Camps,12774,2016,true,10,octubre
2,10,0,Bogota,León Iriarte Bayo,15,cra 50 #52-61,31,león87@hotmail.com,2023,Qtr 4,noviembre,3,M,1899-12-30 04:33:19,Acer,"",Transferencia,Microsoft Surface Pro 9,Acer Aspire 5,"",Microsoft,4400000,20000000,0,8800000,20000000,0,TechCore Bogota #1,'+34 871750470,91800000,Griselda Arnaiz Palacio,15027,2023,true,11,noviembre
2,10,0,Bogota,Leonardo del Cadenas,0,cra 82 #62-76,22,leonardo3@gmail.com,2016,Qtr 3,septiembre,24,M,1899-12-30 08:14:12,Dell,"",Tarjeta Débito,HP Omen 16,Dell Alienware m15,"",HP,6000000,80000000,0,12000000,80000000,0,TechCore Bogota #2,'+34 879 31 91 05,200000000,Olivia Armas Ayuso,28856,2016,true,9,septiembre
2,10,0,Bogota,Leonardo Manzano,1,cra 59 #78-43,34,"",2025,Qtr 1,enero,27,M,1899-12-30 11:16:21,Lenovo,"",Tarjeta Crédito,Acer Predator Helios 300,Lenovo Yoga 7i,"",Acer,5600000,44000000,0,11200000,44000000,0,TechCore Bogota #2,'+34876 377 229,140400000,Armida Azorin Plaza,3797,2025,true,1,enero
2,10,0,Bogota,Leonardo Torrent Guzman,0,cra 38 #74-44,42,leonardo89@gmail.com,2025,Qtr 2,junio,5,M,1899-12-30 00:55:57,Dell,"",Tarjeta Débito,Lenovo Legion 5 Pro,Dell Inspiron 15,"",Lenovo,7200000,30000000,0,14400000,30000000,0,TechCore Bogota #1,'+34884 97 83 96,174000000,Aura del Bermúdez,16288,2025,true,6,junio
2,10,0,Bogota,Leoncio Baeza-Gomez,0,cll 54 #50-75,34,leoncio83@gmail.com,2018,Qtr 4,diciembre,25,M,1899-12-30 20:01:37,Lenovo,"",Tarjeta Crédito,Asus ROG Strix G15,Lenovo Legion 5 Pro,"",Asus,6400000,72000000,0,12800000,72000000,0,TechCore Bogota #1,'+34 888 51 20 68,200000000,Aura del Bermúdez,4683,2018,true,12,diciembre
2,10,0,Bogota,Leoncio Esparza,5,cll 87 #29-85,39,leoncio82@yahoo.com,2015,Qtr 2,abril,28,M,1899-12-30 11:12:30,Acer,"",Tarjeta Crédito,Lenovo Legion 5 Pro,Acer Nitro 5,"",Lenovo,7200000,40000000,0,14400000,40000000,0,TechCore Bogota #2,'+34 901 69 30 14,174800000,Olivia Armas Ayuso,8319,2015,true,4,abril
2,10,0,Bogota,Leoncio Nicolás Campillo,0,cra 46 #81-39,33,"",2015,Qtr 2,junio,11,M,1899-12-30 18:14:31,Lenovo,"",Billetera Digital,Apple MacBook Pro 14,Lenovo IdeaPad 5,"",Apple,8000000,28000000,0,16000000,28000000,0,TechCore Bogota #1,'+34 847218592,188000000,Griselda Arnaiz Palacio,23274,2015,true,6,junio
2,10,0,Bogota,Leonel Vallejo Galiano,0,cll 84 #79-42,42,leonel93@gmail.com,2014,Qtr 4,octubre,27,M,1899-12-30 02:00:01,Lenovo,"",Tarjeta Débito,Lenovo IdeaPad 5,Lenovo Legion 5 Pro,"",Lenovo,2800000,72000000,0,5600000,72000000,0,TechCore Bogota #2,'+34 919116557,128000000,Herminia Meléndez-Huguet,12750,2014,true,10,octubre
2,10,0,Bogota,Leonor Mesa Puerta,1,cra 49 #11-78,36,leonor30@hotmail.com,2019,Qtr 2,mayo,22,F,1899-12-30 10:10:32,Lenovo,"",Tarjeta Débito,Asus VivoBook 15,Lenovo Legion 5 Pro,"",Asus,2400000,72000000,0,4800000,72000000,0,TechCore Bogota #2,'+34 888254203,108000000,Olivia Armas Ayuso,487,2019,true,5,mayo
2,10,0,Bogota,Leonor Violeta Escobar Franco,0,cll 8 #54-29,37,leonor13@gmail.com,2024,Qtr 4,octubre,24,F,1899-12-30 04:44:28,Asus,"",Billetera Digital,HP Spectre x360,Asus ZenBook 14,"",HP,5200000,38000000,0,10400000,38000000,0,TechCore Bogota #2,'+34 983 166 751,142000000,Herminia Meléndez-Huguet,26950,2024,true,10,octubre
2,10,0,Bogota,Leticia Herrera Pinedo,1,cll 84 #64-51,47,leticia42@hotmail.com,2019,Qtr 4,noviembre,25,F,1899-12-30 00:23:52,Asus,"",Tarjeta Crédito,Lenovo Yoga 7i,Asus VivoBook 15,"",Lenovo,4400000,24000000,0,8800000,24000000,0,TechCore Bogota #2,'+34941 610 042,100800000,Eloísa Plaza Hurtado,22353,2019,true,11,noviembre
2,10,0,Bogota,Leyre Sanz-Carballo,0,cll 46 #13-25,45,leyre73@yahoo.com,2019,Qtr 4,diciembre,11,F,1899-12-30 14:12:29,Apple,"",Tarjeta Crédito,Apple MacBook Pro 14,Apple MacBook Pro 16,"",Apple,8000000,96000000,0,16000000,96000000,0,TechCore Bogota #1,'+34827 896 209,256000000,Aura del Bermúdez,27471,2019,true,12,diciembre
2,10,0,Bogota,Lidia Casanovas,15,cra 29 #51-27,24,lidia17@yahoo.com,2019,Qtr 4,diciembre,1,F,1899-12-30 09:03:49,Acer,"",Transferencia,Lenovo Yoga 7i,Acer Swift 3,"",Lenovo,4400000,26000000,0,8800000,26000000,0,TechCore Bogota #1,'+34 719 26 14 40,96900000,María Belén Alegria Camps,29503,2019,true,12,diciembre
2,10,0,Bogota,Liliana García Frías,0,cll 34 #82-34,35,liliana67@yahoo.com,2016,Qtr 2,junio,15,F,1899-12-30 01:54:20,Dell,"",Efectivo,MSI GS66 Stealth,Dell Alienware m15,"",MSI,8000000,80000000,0,16000000,80000000,0,TechCore Bogota #1,'+34901923812,240000000,Poncio Gabriel Poza Acedo,15852,2016,true,6,junio
2,10,0,Bogota,Lope Roque Goicoechea Grande,0,cra 91 #77-27,31,lope46@hotmail.com,2019,Qtr 2,junio,19,M,1899-12-30 14:36:21,Apple,"",Transferencia,Lenovo IdeaPad 5,Apple MacBook Pro 16,"",Lenovo,2800000,96000000,0,5600000,96000000,0,TechCore Bogota #2,'+34924 86 69 56,152000000,Armida Azorin Plaza,7448,2019,true,6,junio
2,10,0,Bogota,Lope Torres,0,cra 66 #72-52,30,lope58@hotmail.com,2018,Qtr 4,noviembre,30,M,1899-12-30 21:53:02,Apple,"",Tarjeta Crédito,Acer Aspire 5,Apple MacBook Pro 16,"",Acer,2000000,96000000,0,4000000,96000000,0,TechCore Bogota #1,'+34848 820 002,136000000,Aura del Bermúdez,26654,2018,true,11,noviembre
2,10,0,Bogota,Lorena Rios-Castelló,1,cra 8 #44-3,40,lorena87@hotmail.com,2021,Qtr 3,julio,29,F,1899-12-30 04:29:58,Dell,"",Tarjeta Débito,Dell Alienware m15,Dell Latitude 7420,"",Dell,8000000,56000000,0,16000000,56000000,0,TechCore Bogota #1,'+34 741 334 180,194400000,Poncio Gabriel Poza Acedo,13521,2021,true,7,julio
2,10,0,Bogota,Lorenza Luz Ochoa,0,cll 90 #99-13,23,lorenza70@yahoo.com,2019,Qtr 4,noviembre,25,F,1899-12-30 07:41:39,Dell,"",Tarjeta Crédito,HP Omen 16,Dell XPS 13,"",HP,6000000,48000000,0,12000000,48000000,0,TechCore Bogota #1,'+34 972178617,168000000,Evaristo Guillen Peña,13252,2019,true,11,noviembre
2,10,0,Bogota,Loreto Acedo Martorell,15,cra 83 #37-97,40,loreto73@hotmail.com,2021,Qtr 1,enero,30,M,1899-12-30 12:26:11,Acer,"",Tarjeta Crédito,MSI Modern 14,Acer Predator Helios 300,"",MSI,2800000,56000000,0,5600000,56000000,0,TechCore Bogota #2,'+34 872 674 698,95200000,Herminia Meléndez-Huguet,5850,2021,true,1,enero
2,10,0,Bogota,Loreto Porras,0,cra 56 #18-20,32,loreto66@hotmail.com,2020,Qtr 2,mayo,22,M,1899-12-30 16:08:27,Lenovo,"",Efectivo,Lenovo Legion 5 Pro,Lenovo ThinkPad X1 Carbon,"",Lenovo,7200000,68000000,0,14400000,68000000,0,TechCore Bogota #1,'+34 826 622 051,212000000,Aura del Bermúdez,19894,2020,true,5,mayo
2,10,0,Bogota,Lucho Blázquez Casado,0,cll 22 #91-42,24,lucho51@gmail.com,2016,Qtr 1,enero,31,M,1899-12-30 18:14:53,Lenovo,"",Tarjeta Crédito,Lenovo Yoga 7i,Lenovo ThinkPad X1 Carbon,"",Lenovo,4400000,68000000,0,8800000,68000000,0,TechCore Bogota #2,'+34937 024 158,156000000,Armida Azorin Plaza,19428,2016,true,1,enero
2,10,0,Bogota,Lucho Pozuelo Aznar,0,cll 36 #98-47,51,lucho64@gmail.com,2024,Qtr 1,marzo,20,M,1899-12-30 12:10:53,Lenovo,"",Tarjeta Débito,Razer Blade 17,Lenovo IdeaPad 5,"",Razer,10000000,28000000,0,20000000,28000000,0,TechCore Bogota #1,'+34 927 62 66 16,228000000,Evaristo Guillen Peña,1313,2024,true,3,marzo
2,10,0,Bogota,Lucía Fabregat Carrión,5,cra 16 #43-84,21,lucía94@gmail.com,2022,Qtr 3,julio,31,F,1899-12-30 21:51:47,Asus,"",Tarjeta Crédito,Samsung Galaxy Chromebook 2,Asus TUF Gaming A15,"",Samsung,2000000,48000000,0,4000000,48000000,0,TechCore Bogota #1,'+34718848321,83600000,María Belén Alegria Camps,16537,2022,true,7,julio
2,10,0,Bogota,Luciano Estrada Tormo,0,cll 74 #51-25,36,luciano80@hotmail.com,2017,Qtr 2,mayo,12,M,1899-12-30 02:00:19,Lenovo,"",Tarjeta Débito,Dell Alienware m15,Lenovo ThinkPad X1 Carbon,"",Dell,8000000,68000000,0,16000000,68000000,0,TechCore Bogota #1,'+34825092720,228000000,Griselda Arnaiz Palacio,25954,2017,true,5,mayo
2,10,0,Bogota,Luciano Ribera Aguirre,0,cll 96 #81-51,37,luciano69@hotmail.com,2024,Qtr 3,agosto,22,M,1899-12-30 20:20:30,Apple,"",No especificado,Apple MacBook Pro 14,Apple MacBook Pro 16,"",Apple,8000000,96000000,0,16000000,96000000,0,TechCore Bogota #2,'+34878 26 97 20,256000000,Eloísa Plaza Hurtado,11343,2024,true,8,agosto
2,10,0,Bogota,Lucila Bello Teruel,1,cra 62 #51-23,22,lucila52@gmail.com,2024,Qtr 2,abril,17,F,1899-12-30 07:33:15,Dell,"",Tarjeta Débito,Lenovo Legion 5 Pro,Dell Inspiron 15,"",Lenovo,7200000,30000000,0,14400000,30000000,0,TechCore Bogota #1,'+34 849 74 92 46,156600000,Aura del Bermúdez,480,2024,true,4,abril
2,10,0,Bogota,Lucio Vicens Elorza,0,cll 19 #78-38,42,lucio97@gmail.com,2016,Qtr 1,enero,23,M,1899-12-30 14:15:14,Lenovo,"",Tarjeta Crédito,Dell Latitude 7420,Lenovo IdeaPad 5,"",Dell,5600000,28000000,0,11200000,28000000,0,TechCore Bogota #2,'+34823876445,140000000,Edu Juan Pedraza,29684,2016,true,1,enero
2,10,0,Bogota,Luís Amo Andrés,1,cra 26 #36-7,43,luís80@yahoo.com,2023,Qtr 3,julio,5,M,1899-12-30 04:03:33,Dell,"",Tarjeta Crédito,Dell XPS 13,Dell Inspiron 15,"",Dell,4800000,30000000,0,9600000,30000000,0,TechCore Bogota #2,'+34 911567654,113400000,Eloísa Plaza Hurtado,22310,2023,true,7,julio
2,10,0,Bogota,Luís de Menéndez,0,cll 65 #23-10,51,luís21@gmail.com,2024,Qtr 4,octubre,2,M,1899-12-30 12:15:13,Asus,"",Transferencia,Acer Swift 3,Asus TUF Gaming A15,"",Acer,2600000,48000000,0,5200000,48000000,0,TechCore Bogota #2,'+34 921594537,100000000,Armida Azorin Plaza,15848,2024,true,10,octubre
2,10,0,Bogota,Luis Gabaldón Juárez,0,cll 91 #5-29,49,luis50@gmail.com,2018,Qtr 2,mayo,16,M,1899-12-30 03:17:23,Apple,"",Billetera Digital,Lenovo ThinkPad X1 Carbon,Apple iMac 24,"",Lenovo,6800000,64000000,0,13600000,64000000,0,TechCore Bogota #1,'+34 984454239,200000000,Griselda Arnaiz Palacio,11305,2018,true,5,mayo
2,10,0,Bogota,Luís Jordán Alcántara,0,cll 10 #98-29,31,luís21@gmail.com,2025,Qtr 1,febrero,13,M,1899-12-30 08:23:45,Acer,"",Transferencia,Dell Latitude 7420,Acer Swift 3,"",Dell,5600000,26000000,0,11200000,26000000,0,TechCore Bogota #2,'+34977 705 931,138000000,Armida Azorin Plaza,12766,2025,true,2,febrero
2,10,0,Bogota,Luis Miguel Barba Zamorano,0,cll 88 #59-14,43,luis58@gmail.com,2015,Qtr 3,septiembre,30,M,1899-12-30 04:43:25,Acer,"",Tarjeta Débito,Lenovo Legion 5 Pro,Acer Aspire 5,"",Lenovo,7200000,20000000,0,14400000,20000000,0,TechCore Bogota #2,'+34943 217 349,164000000,Eloísa Plaza Hurtado,19733,2015,true,9,septiembre
2,10,0,Bogota,Luis Miguel del Barriga,0,cll 82 #83-19,24,luis59@gmail.com,2019,Qtr 4,diciembre,3,M,1899-12-30 04:29:20,Dell,"",Tarjeta Crédito,Dell XPS 13,Dell Inspiron 15,"",Dell,4800000,30000000,0,9600000,30000000,0,TechCore Bogota #1,'+34978397141,126000000,Evaristo Guillen Peña,11113,2019,true,12,diciembre
2,10,0,Bogota,Luisa Mamen Alcalde Cabrero,1,cra 31 #3-86,24,luisa64@gmail.com,2015,Qtr 4,octubre,10,F,1899-12-30 20:36:42,Apple,"",Tarjeta Débito,Dell XPS 13,Apple MacBook Air M1,"",Dell,4800000,55000000,0,9600000,55000000,0,TechCore Bogota #1,'+34885187070,135900000,Poncio Gabriel Poza Acedo,10444,2015,true,10,octubre
2,10,0,Bogota,Lupe Caballero Alberola,5,cra 36 #47-6,19,lupe24@hotmail.com,2024,Qtr 4,noviembre,18,M,1899-12-30 16:26:53,Acer,"",Tarjeta Débito,Lenovo IdeaPad 5,Acer Swift 3,"",Lenovo,2800000,26000000,0,5600000,26000000,0,TechCore Bogota #1,'+34873 365 959,77900000,María Belén Alegria Camps,24227,2024,true,11,noviembre
2,10,0,Bogota,Lupe Mármol,0,cll 26 #51-16,21,lupe58@yahoo.com,2015,Qtr 4,noviembre,27,F,1899-12-30 19:09:57,Microsoft,"",No especificado,Lenovo IdeaPad 5,Microsoft Surface Laptop 4,"",Lenovo,2800000,52000000,0,5600000,52000000,0,TechCore Bogota #1,'+34 949 42 10 12,108000000,María Belén Alegria Camps,13519,2015,true,11,noviembre
2,10,0,Bogota,Macarena Alonso,0,cll 55 #26-52,48,macarena29@yahoo.com,2018,Qtr 4,diciembre,11,F,1899-12-30 09:08:04,Acer,"",Transferencia,HP Pavilion 15,Acer Aspire 5,"",HP,3500000,20000000,0,7000000,20000000,0,TechCore Bogota #2,'+34 923053894,90000000,Olivia Armas Ayuso,27423,2018,true,12,diciembre
2,10,0,Bogota,Macarena Antúnez-Almansa,15,cra 9 #69-66,51,macarena39@hotmail.com,2019,Qtr 4,octubre,18,F,1899-12-30 19:09:54,Apple,"",Transferencia,Acer Swift 3,Apple MacBook Air M1,"",Acer,2600000,55000000,0,5200000,55000000,0,TechCore Bogota #1,'+34814 863 627,90950000,Aura del Bermúdez,5041,2019,true,10,octubre
2,10,0,Bogota,Macario Gonzalo Zurita,15,cll 89 #15-54,46,macario4@gmail.com,2024,Qtr 1,febrero,29,M,1899-12-30 04:24:49,Lenovo,"",Tarjeta Débito,Apple MacBook Pro 14,Lenovo ThinkPad X1 Carbon,"",Apple,8000000,68000000,0,16000000,68000000,0,TechCore Bogota #2,'+34 878 275 926,193800000,Herminia Meléndez-Huguet,8633,2024,true,2,febrero
2,10,0,Bogota,Magdalena Carmen Bautista Comas,0,cra 21 #59-52,29,magdalena72@yahoo.com,2024,Qtr 1,enero,30,F,1899-12-30 03:58:51,Dell,"",Efectivo,Acer Predator Helios 300,Dell Latitude 7420,"",Acer,5600000,56000000,0,11200000,56000000,0,TechCore Bogota #2,'+34825 780 297,168000000,Olivia Armas Ayuso,18759,2024,true,1,enero
2,10,0,Bogota,Magdalena Llano Pons,0,cll 93 #59-90,39,magdalena33@yahoo.com,2025,Qtr 1,febrero,5,F,1899-12-30 01:55:59,Lenovo,"",Efectivo,Acer Swift 3,Lenovo ThinkPad X1 Carbon,"",Acer,2600000,68000000,0,5200000,68000000,0,TechCore Bogota #1,'+34696 984 151,120000000,Evaristo Guillen Peña,22669,2025,true,2,febrero
2,10,0,Bogota,Mamen Higueras Lucena,0,cra 58 #34-75,50,mamen16@hotmail.com,2019,Qtr 1,febrero,14,F,1899-12-30 15:41:11,Dell,"",No especificado,Dell Inspiron 15,Dell XPS 13,"",Dell,3000000,48000000,0,6000000,48000000,0,TechCore Bogota #2,'+34878 24 11 94,108000000,Herminia Meléndez-Huguet,9274,2019,true,2,febrero
2,10,0,Bogota,Manolo Blanco,0,cll 22 #14-85,51,manolo45@hotmail.com,2022,Qtr 4,noviembre,5,M,1899-12-30 12:00:08,Lenovo,"",Efectivo,Lenovo Yoga 7i,Lenovo Legion 5 Pro,"",Lenovo,4400000,72000000,0,8800000,72000000,0,TechCore Bogota #1,'+34971 870 762,160000000,Aura del Bermúdez,21933,2022,true,11,noviembre
2,10,0,Bogota,Marcela Ropero Cañas,5,cll 70 #61-40,49,marcela89@yahoo.com,2018,Qtr 1,marzo,1,F,1899-12-30 03:51:48,Apple,"",Transferencia,Lenovo Yoga 7i,Apple iMac 24,"",Lenovo,4400000,64000000,0,8800000,64000000,0,TechCore Bogota #1,'+34708 461 412,144400000,Poncio Gabriel Poza Acedo,2037,2018,true,3,marzo
2,10,0,Bogota,Marcelino de Donaire,0,cll 6 #9-51,27,marcelino91@gmail.com,2017,Qtr 2,mayo,7,M,1899-12-30 02:18:18,HP,"",Tarjeta Crédito,HP Omen 16,HP Spectre x360,"",HP,6000000,52000000,0,12000000,52000000,0,TechCore Bogota #1,'+34 888122034,172000000,Evaristo Guillen Peña,13829,2017,true,5,mayo
2,10,0,Bogota,Marcelo Ribes Molina,0,cra 80 #23-64,33,marcelo7@yahoo.com,2020,Qtr 4,noviembre,21,M,1899-12-30 03:48:58,Samsung,"",No especificado,Dell Latitude 7420,Samsung Galaxy Chromebook 2,"",Dell,5600000,20000000,0,11200000,20000000,0,TechCore Bogota #1,'+34980 160 966,132000000,Evaristo Guillen Peña,26292,2020,true,11,noviembre
2,10,0,Bogota,Marcial Manjón-Delgado,0,cra 89 #96-89,50,marcial41@gmail.com,2018,Qtr 1,marzo,6,M,1899-12-30 04:19:47,Lenovo,"",Billetera Digital,Apple MacBook Air M1,Lenovo ThinkPad X1 Carbon,"",Apple,5500000,68000000,0,11000000,68000000,0,TechCore Bogota #1,'+34803 70 87 56,178000000,Evaristo Guillen Peña,5774,2018,true,3,marzo
2,10,0,Bogota,Marciano Gutierrez Oliveras,5,cll 87 #17-78,36,marciano22@yahoo.com,2023,Qtr 2,abril,5,M,1899-12-30 14:46:52,Acer,"",Tarjeta Débito,Microsoft Surface Book 3,Acer Aspire 5,"",Microsoft,6400000,20000000,0,12800000,20000000,0,TechCore Bogota #2,'+34 987239142,140600000,Olivia Armas Ayuso,11352,2023,true,4,abril
2,10,0,Bogota,Marciano Marti Castañeda,0,cll 68 #31-57,51,marciano29@yahoo.com,2019,Qtr 3,agosto,28,M,1899-12-30 09:55:24,Microsoft,"",Tarjeta Débito,Dell XPS 13,Microsoft Surface Laptop 4,"",Dell,4800000,52000000,0,9600000,52000000,0,TechCore Bogota #2,'+34946272736,148000000,Eloísa Plaza Hurtado,252,2019,true,8,agosto
2,10,0,Bogota,Marcos Carrera Santos,1,cll 98 #20-5,42,marcos22@yahoo.com,2024,Qtr 3,septiembre,10,M,1899-12-30 14:03:08,Dell,"",Efectivo,HP Omen 16,Dell XPS 13,"",HP,6000000,48000000,0,12000000,48000000,0,TechCore Bogota #1,'+34825 55 87 68,151200000,Aura del Bermúdez,14347,2024,true,9,septiembre
2,10,0,Bogota,Margarita Espinosa,0,cll 55 #34-42,34,margarita47@gmail.com,2019,Qtr 2,abril,21,F,1899-12-30 02:56:23,HP,"",Transferencia,Dell XPS 13,HP Pavilion 15,"",Dell,4800000,35000000,0,9600000,35000000,0,TechCore Bogota #2,'+34 982 16 83 99,131000000,Herminia Meléndez-Huguet,15229,2019,true,4,abril
2,10,0,Bogota,María Ángeles Barceló Zabaleta,0,cll 74 #48-17,38,"",2023,Qtr 3,agosto,5,F,1899-12-30 14:17:17,MSI,"",Tarjeta Crédito,Dell Inspiron 15,MSI Modern 14,"",Dell,3000000,28000000,0,6000000,28000000,0,TechCore Bogota #2,'+34926 80 49 68,88000000,Armida Azorin Plaza,2828,2023,true,8,agosto
2,10,0,Bogota,María Cristina Mulet Espinosa,0,cll 98 #33-2,33,maría20@hotmail.com,2017,Qtr 2,junio,4,F,1899-12-30 15:08:22,Dell,"",Transferencia,Asus ZenBook 14,Dell Latitude 7420,"",Asus,3800000,56000000,0,7600000,56000000,0,TechCore Bogota #1,'+34 880 830 983,132000000,Evaristo Guillen Peña,5683,2017,true,6,junio
2,10,0,Bogota,María Del Carmen Almagro Alcántara,0,cra 31 #75-20,36,maría34@hotmail.com,2020,Qtr 2,mayo,30,F,1899-12-30 01:09:13,Lenovo,"",Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo ThinkPad X1 Carbon,"",Lenovo,7200000,68000000,0,14400000,68000000,0,TechCore Bogota #2,'+34879 22 46 02,212000000,Edu Juan Pedraza,11646,2020,true,5,mayo
2,10,0,Bogota,María Del Carmen Solís Farré,0,cll 81 #85-89,23,maría16@gmail.com,2022,Qtr 1,enero,10,F,1899-12-30 22:30:27,HP,"",Tarjeta Débito,Asus TUF Gaming A15,HP Spectre x360,"",Asus,4800000,52000000,0,9600000,52000000,0,TechCore Bogota #2,'+34 977 899 611,148000000,Eloísa Plaza Hurtado,19559,2022,true,1,enero
2,10,0,Bogota,María Dolores Encarnación Rovira Bermúdez,0,cra 17 #1-69,19,maría77@gmail.com,2025,Qtr 2,mayo,9,F,1899-12-30 05:45:03,Samsung,"",Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Samsung Galaxy Book Pro,"",Lenovo,6800000,48000000,0,13600000,48000000,0,TechCore Bogota #1,'+34825 559 821,184000000,Aura del Bermúdez,13117,2025,true,5,mayo
2,10,0,Bogota,María Jesús Bermúdez Pereira,0,cll 26 #93-25,49,maría14@yahoo.com,2022,Qtr 1,enero,27,F,1899-12-30 04:29:44,HP,"",Efectivo,Lenovo Legion 5 Pro,HP Pavilion 15,"",Lenovo,7200000,35000000,0,14400000,35000000,0,TechCore Bogota #1,'+34 806582311,179000000,Evaristo Guillen Peña,8090,2022,true,1,enero
2,10,0,Bogota,María Manuela Miró Muñoz,0,cra 29 #1-45,23,"",2018,Qtr 4,octubre,22,F,1899-12-30 09:27:14,HP,"",Efectivo,HP Spectre x360,HP Omen 16,"",HP,5200000,60000000,0,10400000,60000000,0,TechCore Bogota #2,'+34 706 97 42 09,164000000,Herminia Meléndez-Huguet,11373,2018,true,10,octubre
2,10,0,Bogota,María Pilar Cánovas Tomé,5,cra 97 #3-63,37,maría28@gmail.com,2018,Qtr 2,junio,6,F,1899-12-30 12:42:04,Lenovo,"",Tarjeta Débito,MSI Modern 14,Lenovo Yoga 7i,"",MSI,2800000,44000000,0,5600000,44000000,0,TechCore Bogota #2,'+34 942 45 17 89,95000000,Eloísa Plaza Hurtado,4503,2018,true,6,junio
2,10,0,Bogota,María Teresa Concha Redondo Torrent,5,cra 31 #17-97,21,maría77@yahoo.com,2018,Qtr 4,diciembre,13,F,1899-12-30 05:38:58,Apple,"",Tarjeta Débito,Lenovo Legion 5 Pro,Apple MacBook Air M1,"",Lenovo,7200000,55000000,0,14400000,55000000,0,TechCore Bogota #2,'+34848 936 475,189050000,Olivia Armas Ayuso,14344,2018,true,12,diciembre
2,10,0,Bogota,María Teresa Magdalena Mayo Canals,0,cll 70 #89-75,37,maría8@yahoo.com,2019,Qtr 4,octubre,1,F,1899-12-30 00:19:49,Microsoft,"",Tarjeta Crédito,Asus TUF Gaming A15,Microsoft Surface Book 3,"",Asus,4800000,64000000,0,9600000,64000000,0,TechCore Bogota #2,'+34888 194 901,160000000,Edu Juan Pedraza,10021,2019,true,10,octubre
